2,5,anomaly,normal
1,0.000000,192.168.1.2,134.68.220.74,RSYNC,1
2,0.608103,134.68.220.74,192.168.1.2,RSYNC,1
3,0.608301,192.168.1.2,134.68.220.74,RSYNC,1
