27, anomaly, normal
1.0,0.0,3232235778.0,2252659786.0,0.1,78.0,1
2.0,0.608103,2252659786.0,3232235778.0,0.1,78.0,1
3.0,0.608301,3232235778.0,2252659786.0,0.1,81.0,1
4.0,0.877034,2252659786.0,3232235778.0,0.1,459.0,1
5.0,1.105127,2252659786.0,3232235778.0,0.1,78.0,1
6.0,1.105364,3232235778.0,2252659786.0,0.1,75.0,1
7.0,1.405124,3232235778.0,2252659786.0,0.1,152.0,1
8.0,1.686968,2252659786.0,3232235778.0,0.1,70.0,1
9.0,1.68717,3232235778.0,2252659786.0,0.1,70.0,1
1.9359652261606333,2.053037,3232235778.0,6.254600745117317,0.1,109.0,0
11.0,2.314153,2252659786.0,3232235778.0,0.1,102.0,1
12.0,2.329107,3232235778.0,2252659786.0,0.1,92.0,1
13.0,2.459537,2252659786.0,3232235778.0,0.1,149.0,1
14.0,2.637712,2252659786.0,3232235778.0,0.1,74.0,1
15.0,2.637888,3232235778.0,2252659786.0,0.1,74.0,1
16.0,2.765539,2252659786.0,3232235778.0,0.1,74.0,1
17.0,2.985553,2252659786.0,3232235778.0,0.1,98.0,1
18.0,2.99504,3232235778.0,2252659786.0,0.1,70.0,1
19.0,3.359694,3232235778.0,2252659786.0,0.1,78.0,1
20.0,3.615561,2252659786.0,3232235778.0,0.1,78.0,1
21.0,3.615722,3232235778.0,2252659786.0,0.1,81.0,1
22.0,3.833657,2252659786.0,3232235778.0,0.1,459.0,1
23.0,4.052165,2252659786.0,3232235778.0,0.1,78.0,1
24.0,4.052401,3232235778.0,2252659786.0,0.1,75.0,1
25.0,4.32371,3232235778.0,2252659786.0,0.1,130.0,1
26.0,4.451068,2252659786.0,3232235778.0,0.1,70.0,1
27.0,4.451242,3232235778.0,2252659786.0,0.1,70.0,1
28.0,4.612763,3232235778.0,2252659786.0,0.1,109.0,1
29.0,4.794255,2252659786.0,3232235778.0,0.1,70.0,1
2.2377575728880443,4.802349,2252659786.0,3232235778.0,0.1,1514.0,0
31.0,4.933426,2252659786.0,3232235778.0,0.1,1514.0,1
32.0,4.939348,2252659786.0,3232235778.0,0.1,1514.0,1
33.0,4.945509,2252659786.0,3232235778.0,0.1,1514.0,1
34.0,5.134973,2252659786.0,3232235778.0,0.1,1514.0,1
35.0,5.142378,2252659786.0,3232235778.0,0.1,1514.0,1
36.0,5.151045,2252659786.0,3232235778.0,0.1,1514.0,1
37.0,5.160857,2252659786.0,3232235778.0,0.1,1514.0,1
38.0,5.168993,2252659786.0,3232235778.0,0.1,1514.0,1
39.0,5.265787,2252659786.0,3232235778.0,0.1,1514.0,1
10.457296860467794,5.271969,2252659786.0,5.345534959585021,0.1,1514.0,0
41.0,5.277876,2252659786.0,3232235778.0,0.1,1514.0,1
7.577440434454866,5.283811,2252659786.0,3232235778.0,0.1,7.786994674558959,0
